sentID.BTEC	splits_shared_task	dialect	raw	CODA
755	corpus-6-dev	BEI	خلي شنطاتي، عمول معروف.	خلي شنطاتي، اعمول معروف.
785	corpus-6-dev	BEI	ما بفتكر إنو فيي كون إلك عون.	ما بافتكر انه فيي كون الك عون.
802	corpus-6-dev	BEI	فيك تسألو ليوقف تدخين، هونيك؟	فيك تسأله ليوقف تدخين، هونيك؟
827	corpus-6-dev	BEI	بتمنى أعمل أعمال خيرية .	باتمنى اعمل اعمال خيرية.
841	corpus-6-dev	BEI	استعدت صحتي كلي ا.	استعدت صحتي كليا.
910	corpus-6-dev	BEI	فيك تعطيني شوية ماي، عمول معروف؟ أنا كتير عطشان.	فيك تعطيني شوية ماي، اعمول معروف؟ انا كثير عطشان.
989	corpus-6-dev	BEI	رح أخد وجبتين من نودلز موريسوبا.	رح آخذ وجبتين من نودلز موريسوبا.
996	corpus-6-dev	BEI	جرحت حالي بقزازة هون.	جرحت حالي بقزازة هون.
997	corpus-6-dev	BEI	لازم كنت سألت المدرب، بس فيك تقلي أي مكنة منيحة لتمرين الضهر؟	لازم كنت سألت المدرب، بس فيك تقل لي اي مكنة منيحة لتمرين الظهر؟
1008	corpus-6-dev	BEI	عامل المكالمات.	عامل المكالمات.
1011	corpus-6-dev	BEI	بفتكر إنو نحنا بالمحطة الغلط.	بافتكر انه نحنا بالمحطة الغلط.
1024	corpus-6-dev	BEI	بتتذكر رقم السيارة؟	بتتذكر رقم السيارة؟
1043	corpus-6-dev	BEI	بيرة، ستيك مع بطاطا مقلية، و سلطة الشيف المميزة.	بيرة، ستيك مع بطاطا مقلية، وسلطة الشيف المميزة.
1107	corpus-6-dev	BEI	رح دق مرة تاني.	رح دق مرة ثاني.
1147	corpus-6-dev	BEI	بتعرف إذا هالمطعم بيتطلب حجز؟	بتعرف اذا هالمطعم بيتطلب حجز؟
1151	corpus-6-dev	BEI	في محل حلاقة بالأوتيل؟	فيه محل حلاقة بالاوتيل؟
1157	corpus-6-dev	BEI	عندي شي إسألك ياه .	عندي شي اسألك اياه.
1161	corpus-6-dev	BEI	عمول معروف دفي الأوضة أكتر .	اعمول معروف دفي الاوضة اكثر.
1173	corpus-6-dev	BEI	ما فيي قلك .	ما فيي قول لك.
1176	corpus-6-dev	BEI	وين منصة رقم خمسة؟	وين منصة رقم خمسة؟
1202	corpus-6-dev	BEI	بدي مرشد بيحكي الياباني.	بدي مرشد بيحكي الياباني.
1223	corpus-6-dev	BEI	خلصت من عشاك؟	خلصت من عشاك؟
1225	corpus-6-dev	BEI	نوعية هيدا أحسن .	نوعية هيدا احسن.
1230	corpus-6-dev	BEI	بشارط بتنين جنيه.	باشارط باثنين جنيه.
1231	corpus-6-dev	BEI	عندك جولة بتتضمن زيارة لجسر الغولدن غايت؟	عندك جولة بتتضمن زيارة لجسر الغولدن غيت؟
1277	corpus-6-dev	BEI	هيدي الرحلة سبعة و تلات دقايق لطوكيو بأربعة أيلول، الجمعة.	هيدي الرحلة سبعة وثلاث دقايق لطوكيو باربعة ايلول، الجمعة.
1286	corpus-6-dev	BEI	عمنبش عمعجون.	عم نبش عمعجون.
1297	corpus-6-dev	BEI	شو بخصوص بكرا؟	شو بخصوص بكرة؟
1310	corpus-6-dev	BEI	في صحتك.	في صحتك.
1323	corpus-6-dev	BEI	عندك بالنتاين عمرا عشر سنين؟	عندك بالنتاين عمرها عشر سنين؟
1328	corpus-6-dev	BEI	يمكن نكون قادرين، بس للأسف رح تاخد كم شهر .	يمكن نكون قادرين، بس للاسف رح تاخذ كم شهر.
1339	corpus-6-dev	BEI	بدي شي بأسلوب شانيل المتكرر .	بدي شي باسلوب شانيل المتكرر.
1345	corpus-6-dev	BEI	بدي سجل بجولة شلالات نياغارا .	بدي سجل بجولة شلالات نياغرا.
1358	corpus-6-dev	BEI	بفتكر .	بافتكر.
1371	corpus-6-dev	BEI	اوه لاء . عمبيقلي شي . شو لازم أعمل؟	اوه لاء. عم بيقول لي شي. شو لازم اعمل؟
1417	corpus-6-dev	BEI	أي باص بيروح عصالة غيلد؟	اي باص بيروح عصالة غيلد؟
1423	corpus-6-dev	BEI	هوي عالرف التاني بالصف الوسطاني .	هو عالرف الثاني بالصف الوسطاني.
1443	corpus-6-dev	BEI	بحاجة إنو إرجع عاليابان هلأ؟	بحاجة انه ارجع عاليابان هلق؟
1447	corpus-6-dev	BEI	كان في عليقة مفاتيح عشكل بسينة معلقة بشريط هون.	كان فيه عليقة مفاتيح عشكل بسينة معلقة بشريط هون.
1457	corpus-6-dev	BEI	بالظبط تمنتعشردولار .	بالظبط ثمانتعشر دولار.
1475	corpus-6-dev	BEI	هيدا بيت بيجنن .	هيدا بيت بيجنن.
1497	corpus-6-dev	BEI	وحدة كوكا زغيرة، عمول معروف .	واحدة كوكا صغيرة، اعمول معروف.
1504	corpus-6-dev	BEI	أدي بيكلف تأمينو بتلاتميت دولار؟	قديه بيكلف تأمينه بثلاثمية دولار؟
1538	corpus-6-dev	BEI	فيك تقلي عمول معروف هالسعر لشو؟	فيك تقل لي اعمول معروف هالسعر لشو؟
1553	corpus-6-dev	BEI	شو اللعبة اللي عمتنلعب عالملعب؟	شو اللعبة اللي عم تنلعب عالملعب؟
1568	corpus-6-dev	BEI	عالسبعة الصبح، التوقيت المحلي .	عالسبعة الصبح، التوقيت المحلي.
1591	corpus-6-dev	BEI	الصندوق طولو خمسة و ستين سنتمتر، عرضو تلاتين سنتمتر، و تمنتاعشر سنتمتر إرتفاعو.	الصندوق طوله خمسة وستين سنتيمتر، عرضه ثلاثين سنتيمتر، وثمانتعشر سنتيمتر ارتفاعه.
1597	corpus-6-dev	BEI	الساعة عشرة . هيدا مفتاح أوضتك . أوضتك هيي أربعة و خمسين تلاتة و تلاتين . الحمال رح ياخدلك شنطاتك لفوق .	الساعة عشرة. هيدا مفتاح اوضتك. اوضتك هي اربعة وخمسين ثلاثة وثلاثين. الحمال رح ياخذ لك شنطاتك لفوق.
1602	corpus-6-dev	BEI	فيك تقصلي غرتي نص إينش فوق حواجبي؟	فيك تقص لي غرتي نص اينش فوق حواجبي؟
1611	corpus-6-dev	BEI	بروم عالشمال عإشارة الضو .	ابروم عالشمال عاشارة الضو.
1626	corpus-6-dev	BEI	عمول معروف شيل تيابك و غير لهيدا الروب .	اعمول معروف شيل ثيابك وغير لهيدا الروب.
1643	corpus-6-dev	BEI	عندك شريط؟	عندك شريط؟
1652	corpus-6-dev	BEI	وين أقرب محل صبابيط؟	وين اقرب محل صبابيط؟
1656	corpus-6-dev	BEI	عندك عين للفن.	عندك عين للفن.
1697	corpus-6-dev	BEI	عمتاخد أي دوا تاني؟	عم تاخذ اي دوا ثاني؟
1708	corpus-6-dev	BEI	العفو . بفضل مقعد بالممر.	العفو. بافضل مقعد بالممر.
1710	corpus-6-dev	BEI	عندك جزدان بيلبق معو؟	عندك جزدان بيلبق معه؟
1721	corpus-6-dev	BEI	كتير ضيق هون .	كثير ضيق هون.
1723	corpus-6-dev	BEI	مرحبا، هون الأوضة تناعش أربعة و تلاتين . إسمي أودا. بدي إتصال توعاية عالستة الصبح بكرا، عمول معروف.	مرحبا، هون الاوضة اثناعش اربعة وثلاثين. اسمي اودا. بدي اتصال توعاية عالستة الصبح بكرة، اعمول معروف.
1740	corpus-6-dev	BEI	إنت عضو بالنادي المنتشر تبعنا استأجر-سيارة؟	انت عضو بالنادي المنتشر تبعنا استأجر-سيارة؟
1814	corpus-6-dev	BEI	مش عم فيي قول اللي عمتقولو .	مش عم فيي قول اللي عمتقوله.
1844	corpus-6-dev	BEI	عندك وجع راس؟	عندك وجع راس؟
1850	corpus-6-dev	BEI	فيك تاخدني عأقرب محطة؟	فيك تاخذني عاقرب محطة؟
1851	corpus-6-dev	BEI	إيه، عندي .	ايه، عندي.
1857	corpus-6-dev	BEI	فيك تعطيني شي جريدة أو مجلة؟	فيك تعطيني شي جريدة او مجلة؟
1879	corpus-6-dev	BEI	بدي كتاب قواعد .	بدي كتاب قواعد.
1884	corpus-6-dev	BEI	في ملعب تينيس قريب من هون؟	في ملعب تنس قريب من هون؟
1889	corpus-6-dev	BEI	أمتين اليابان بيحتفل ببراعم الكرز بيتحولهن لزهور؟	امتين اليابان بيحتفل ببراعم الكرز بتحولهن لزهور؟
1896	corpus-6-dev	BEI	إيه، عملنا . رح إرجع معو .	ايه، عملنا. رح ارجع معه.
1914	corpus-6-dev	BEI	شو بدك عليه؟	شو بدك عليه؟
1933	corpus-6-dev	BEI	هالنوع من البرنيطة مبين إنو بالموضة . بفتكر رح إشتري وحدة، كمان .	هالنوع من البرنيطة مبين انه بالموضة. بافتكر رح اشتري واحدة، كمان.
2002	corpus-6-dev	BEI	كيف بدك فاتورتك؟	كيف بدك فاتورتك؟
2019	corpus-6-dev	BEI	فاتح هلأ؟	فاتح هلق؟
2026	corpus-6-dev	BEI	شو المعارض الرئيسية بهالكاليري؟	شو المعارض الرئيسية بهالغاليري؟
2061	corpus-6-dev	BEI	نحنا رح نقلع قريبا .	نحنا رح نقلع قريبا.
2076	corpus-6-dev	BEI	واو . شو هالوجبة الكبيرة .	واو. شو هالوجبة الكبيرة.
2079	corpus-6-dev	BEI	أي طريق تران ميلانو بيفل منا؟	اي طريق تران ميلانو بيفل منها؟
2095	corpus-6-dev	BEI	عمول معروف قلي كيف بعمل مكالمة دولية .	اعمول معروف قل لي كيف باعمل مكالمة دولية.
2097	corpus-6-dev	BEI	فيي إحمل شنطاتي عالمتن؟	فيي احمل شنطاتي عالمتن؟
2108	corpus-6-dev	BEI	ميزانيتي خمسين دولار .	ميزانيتي خمسين دولار.
2109	corpus-6-dev	BEI	رح أوصلك بإستاذ سوزوكي.	رح اوصلك باستاذ سوزوكي.
2150	corpus-6-dev	BEI	هالسن انكسر .	هالسن انكسر.
2162	corpus-6-dev	BEI	أنا، كمان . فكرت إنو فيم تساعدني إكتشف القائمة .	انا، كمان. فكرت انه فيك تساعدني اكتشف القائمة.
2194	corpus-6-dev	BEI	لازم لفو؟	لازم لفه؟
2213	corpus-6-dev	BEI	بتاخد حوالي تلات ساعات للروحة عالمكتب و الرجعة .	بتاخذ حوالي ثلاث ساعات للروحة عالمكتب والرجعة.
2219	corpus-6-dev	BEI	عندي بطاقة على ديترويت اللي بتمشي عالحدعش الصبح .	عندي بطاقة على ديترويت اللي بتمشي عالحدعش الصبح.
2239	corpus-6-dev	BEI	حفلة من أربعة، عالسبعة و نص عشية. تحت أي إسم بتحب هيدا؟	حفلة من اربعة، عالسبعة ونص عشية. تحت اي اسم بتحب هيدا؟
2240	corpus-6-dev	BEI	بدي غير طلبي .	بدي غير طلبي.
2255	corpus-6-dev	BEI	خمسة و عشرين دولار بتتضمن سعر الباص، مرشد و رسم الدخول .	خمسة وعشرين دولار بتتضمن سعر الباص، مرشد ورسم الدخول.
2258	corpus-6-dev	BEI	أياها بتفتكر بتروح مع هيدا؟	اياها بتفتكر بتروح مع هيدا؟
2279	corpus-6-dev	BEI	إيه، عمنبش عفستان .	ايه، عم نبش عفستان.
2312	corpus-6-dev	BEI	يسلمو كتير لإنك وصلتني لهون بعد ساعات . عنجد بقدر مساعدتك .	يسلموا كثير لانك وصلتني لهون بعد ساعات. عن جد باقدر مساعدتك.
2349	corpus-6-dev	BEI	المفروض إنو تدفى أكتر هالليلة .	المفروض انه تدفا اكثر هالليلة.
2371	corpus-6-dev	BEI	وين المقبرة؟	وين المقبرة؟
2388	corpus-6-dev	BEI	هيدا مشوه .	هيدا مشوه.
2409	corpus-6-dev	BEI	عن طريق البريد البحري؟	عن طريق البريد البحري؟
2411	corpus-6-dev	BEI	خطر إذا ما أخدت تاكسي بالرجعة عالأوتيل .	خطر اذا ما اخذت تاكسي بالرجعة عالاوتيل.
2453	corpus-6-dev	BEI	رح نوصل عالوقت؟	رح نوصل عالوقت؟
2461	corpus-6-dev	BEI	بدي شوية تغيير .	بدي شوية تغيير.
2464	corpus-6-dev	BEI	قيك تحكي عمهلك عمول معروف؟	فيك تحكي عمهلك اعمول معروف؟
2482	corpus-6-dev	BEI	عمنبش على شال حرير .	عم نبش على شال حرير.
2486	corpus-6-dev	BEI	بدي فل عالسبعة بكرا الصبح، منشان هيك بدي فاتورتي هلأ .	بدي فل عالسبعة بكرة الصبح، منشان هيك بدي فاتورتي هلق.
2497	corpus-6-dev	BEI	في أربع فصول متميزة.	فيه اربع فصول متميزة.
2525	corpus-6-dev	BEI	رح تاخد حوالي تسعة و تسعين يوم لإعادة إصدار بطاقة. عمول معروف كتوب تحت إسم الأوتيل تبعك و رقمك عهالورقة، لنقدر ندقلك .	رح تاخذ حوالي تسعة وتسعين يوم لاعادة اصدار بطاقة. اعمول معروف اكتوب تحت اسم الاوتيل تبعك ورقمك عهالورقة، لنقدر ندق لك.
2527	corpus-6-dev	BEI	رح تروح عالمدرسة؟	رح تروح عالمدرسة؟
2535	corpus-6-dev	BEI	بدي خيمة .	بدي خيمة.
2565	corpus-6-dev	BEI	الساعة وحدة و أربع دقايق بعد الضهر.	الساعة واحدة واربع دقايق بعد الظهر.
2571	corpus-6-dev	BEI	عالمشتريات اللي بتزيد فوق التسعة و تسعين دولار، فيك تستعمل نظام الإعفاء من الجمارك .	عالمشتريات اللي بتزيد فوق التسعة وتسعين دولار، فيك تستعمل نظام الاعفاء من الجمارك.
2580	corpus-6-dev	BEI	فهمت . فإذ ا بطاقتين روحة رجعة على سان دييغو، عمول معروف .	فهمت. فاذا بطاقتين روحة رجعة على سان دييغو، اعمول معروف.
2607	corpus-6-dev	BEI	هني تمام للبحر .	هن تمام للبحر.
2625	corpus-6-dev	BEI	من ورا العاصفة التلجية، الطيران الكندي الرحلة صفر تنين واحد تأجلت .	من ورا العاصفة الثلجية، الطيران الكندي الرحلة صفر اثنين واحد تأجلت.
2663	corpus-6-dev	BEI	رح إقدر جيب كل شي موجود عاللايحة من السوبرماركت أو لازم روح كمان عالصيدلية؟	رح اقدر جيب كل شي موجود عاللايحة من السوبر ماركت او لازم روح كمان عالصيدلية؟
2680	corpus-6-dev	BEI	وين المعرض؟	وين المعرض؟
2700	corpus-6-dev	BEI	أدي وقت بياخد بالبريد البحري؟	قديه وقت بياخذ بالبريد البحري؟
2710	corpus-6-dev	BEI	بدي غير رحلتي.	بدي غير رحلتي.
2720	corpus-6-dev	BEI	حابب إخد درس بالتزلج .	حابب آخذ درس بالتزلج.
2722	corpus-6-dev	BEI	لشخص واحد؟	لشخص واحد؟
2743	corpus-6-dev	BEI	فينا نلعب مع هالصبابيط؟	فينا نلعب مع هالصبابيط؟
2782	corpus-6-dev	BEI	أخد جزداني .	اخذ جزداني.
2787	corpus-6-dev	BEI	شو لازم إتوقع إلبس؟	شو لازم اتوقع البس؟
2857	corpus-6-dev	BEI	أكيد . و عمول معروف وصل أحر تمنياتي لمدام كوك اللي أخدت كتير من المبادرات المنيحة خلال إجتماعنا .	اكيد. واعمول معروف وصل احر تمنياتي لمدام كوك اللي اخذت كثير من المبادرات المنيحة خلال اجتماعنا.
2859	corpus-6-dev	BEI	عندك أي إقامة متوفرة بهالسعر؟	عندك اي اقامة متوفرة بهالسعر؟
2884	corpus-6-dev	BEI	من الشمال، هيدي بتبين الوقت اللازم للتصنيع، إسقاط التكلفة، و المخاطر المالية .	من الشمال، هيدي بتبين الوقت اللازم للتصنيع، اسقاط التكلفة، والمخاطر المالية.
2903	corpus-6-dev	BEI	عنا بس قياس تماني هلأ .	عننا بس قياس ثماني هلق.
2906	corpus-6-dev	BEI	أنا بس عمبقطع .	انا بس عم باقطع.
2910	corpus-6-dev	BEI	بدي واحد قوي .	بدي واحد قوي.
2948	corpus-6-dev	BEI	فيك تساعدني إخد بطاقات؟	فيك تساعدني آخذ بطاقات؟
2965	corpus-6-dev	BEI	هالقهوة كتير قوية .	هالقهوة كثير قوية.
2974	corpus-6-dev	BEI	فيك تعطيني بنج؟	فيك تعطيني بنج؟
2978	corpus-6-dev	BEI	تطلعت منيح بالمشتبه فيه؟	تطلعت منيح بالمشتبه فيه؟
3005	corpus-6-dev	BEI	بدي تياب داخلية .	بدي ثياب داخلية.
3007	corpus-6-dev	BEI	الطبق الرئيسي مزيج من اللحم البقر المشوي و سرطان البحر .	الطبق الرئيسي مزيج من اللحم البقر المشوي وسرطان البحر.
3009	corpus-6-dev	BEI	أي طريق التران تبع بوسطن بيبلش منا؟	اي طريق التران تبع بوسطن بيبلش منها؟
3018	corpus-6-dev	BEI	رح ناكل سوا، فعمول معروف جيب شوكة زيادة؟	رح ناكل سوا، فاعمول معروف جيب شوكة زيادة؟
3022	corpus-6-dev	BEI	بأوتيل هاليكولاني.	باوتيل هاليكولاني.
3065	corpus-6-dev	BEI	شو سعر أجار التلفون الخليوي و جهاز النداء؟	شو سعر اجار التلفون الخليوي وجهاز النداء؟
3068	corpus-6-dev	BEI	عمتاخد طلبات للعشا بعدك؟	عم تاخذ طلبات للعشا بعدك؟
3074	corpus-6-dev	BEI	طاولة شباك، عمول معروف .	طاولة شباك، اعمول معروف.
3075	corpus-6-dev	BEI	فيك تفرجيني الواحد اللي عالطاولة؟	فيك تفرجيني الواحد اللي عالطاولة؟
3086	corpus-6-dev	BEI	ما عندك فواتير أزغر؟	ما عندك فواتير اصغر؟
3092	corpus-6-dev	BEI	فينا ناخد منفضة، عمول معروف؟	فينا ناخذ منفضة، اعمول معروف؟
3174	corpus-6-dev	BEI	بدي مسكن .	بدي مسكن.
3212	corpus-6-dev	BEI	فيك تدق لشركة تأمين؟	فيك تدق لشركة تأمين؟
3231	corpus-6-dev	BEI	بطاقة طالب وحدة، عمول معروف .	بطاقة طالب واحدة، اعمول معروف.
3233	corpus-6-dev	BEI	عمول معروف كتوب رسالة بمجرد وصولك .	اعمول معروف اكتوب رسالة بمجرد وصولك.
3239	corpus-6-dev	BEI	بعتذر . شوف، رح إدفع عكل شي . بس ما تدق للشرطة. بيي رح يقتلني .	باعتذر. شوف، رح ادفع عكل شي. بس ما تدق للشرطة. بيي رح يقتلني.
3266	corpus-6-dev	BEI	عجل .	عجل.
3272	corpus-6-dev	BEI	عن اذنك، فيك تدلني عالمحطة؟	عن اذنك، فيك تدلني عالمحطة؟
3278	corpus-6-dev	BEI	بدي شوف الجبال .	بدي شوف الجبال.
3290	corpus-6-dev	BEI	صرف هيدي للبيزيتا، عمول معروف .	صرف هيدي للبيزيتا، اعمول معروف.
3310	corpus-6-dev	BEI	لاء، بس عنا حكيم بيفهم الياباني كتير منيح . منشان هيك ما في مشكلة أبد ا .	لاء، بس عننا حكيم بيفهم الياباني كثير منيح. منشان هيك مافيه مشكلة ابدا.
3330	corpus-6-dev	BEI	فرجيني جدول المواعيد، عمول معروف.	فرجيني جدول المواعيد، اعمول معروف.
3353	corpus-6-dev	BEI	بتعرفلك شي حكما بيحكوا ياباني؟	بتعرف لك شي حكما بيحكوا ياباني؟
3360	corpus-6-dev	BEI	مش مصدق إنو لازم إرجع عاليابان . بتمنى لو فيي إبقى أكتر.	مش مصدق انه لازم ارجع عاليابان. باتمنى لو فيي ابقى اكثر.
3366	corpus-6-dev	BEI	بيشتهر بالمحيط الحلو .	بيشتهر بالمحيط الحلو.
3418	corpus-6-dev	BEI	مستعد إنك تضرب السعر نزول للسبعة دولار؟	مستعد انك تضرب السعر نزول للسبعة دولار؟
3431	corpus-6-dev	BEI	حضرت اللعبة؟ اليانكيز ربحوا .	حضرت اللعبة؟ اليانكيز ربحوا.
3445	corpus-6-dev	BEI	لاء يسلمو، فيي لاقيه بنفسي .	لاء يسلموا، فيي لاقيه بنفسي.
3462	corpus-6-dev	BEI	فيك تقلي برامج التلفزيون لليوم؟	فيك تقل لي برامج التلفزيون لليوم؟
3473	corpus-6-dev	BEI	على أي إذاعة الفيلم؟	على اي اذاعة الفيلم؟
3483	corpus-6-dev	BEI	شو الكوكتيل المميز تبعك؟	شو الكوكتيل المميز تبعك؟
3551	corpus-6-dev	BEI	هيدا كان معروف بين الألف و تسعمية و أربعين للألف و تسعمية و ستين .	هيدا كان معروف بين الالف وتسعمية واربعين للالف وتسعمية وستين.
3693	corpus-6-dev	BEI	عندك خرمى؟	عندك خرما؟
3703	corpus-6-dev	BEI	فيي إسأل عن وقت الفلة من هون؟	فيي اسأل عن وقت الفلة من هون؟
3710	corpus-6-dev	BEI	فهمت . خليني إتأكد من كتابي . عندي إفتتاح هالجمعة . بتفضل الصبح أو بعد الضهر؟	فهمت. خليني اتأكد من كتابي. عندي افتتاح هالجمعة. بتفضل الصبح او بعد الظهر؟
3716	corpus-6-dev	BEI	بعتذر . ما معي كفاية هلأ .	باعتذر. ما معي كفاية هلق.
3718	corpus-6-dev	BEI	أوك . خلينا نعملا . إنت جاهز؟	اوك. خلينا نعملها. انت جاهز؟
3719	corpus-6-dev	BEI	هيدا كوارتز؟	هيدا كوارتز؟
3722	corpus-6-dev	BEI	أه، لازم جيب معجون سنان كمان .	آه، لازم جيب معجون اسنان كمان.
3730	corpus-6-dev	BEI	رقم التلفون واحد تنين تلاتة أربعة خمسة ستة.	رقم التلفون واحد اثنين ثلاثة اربعة خمسة ستة.
3732	corpus-6-dev	BEI	بتحب سمك أو لحم بقر؟	بتحب سمك او لحم بقر؟
3736	corpus-6-dev	BEI	فيك تشوف هالرسم البياني لإختبار البصر، عمول معروف؟	فيك تشوف هالرسم البياني لاختبار البصر، اعمول معروف؟
3760	corpus-6-dev	BEI	طلعلي قنينة وحدة من الماي المعدنية من البراد.	طلع لي قنينة واحدة من الماي المعدنية من البراد.
3821	corpus-6-dev	BEI	ما كان بدي هيدا .	ما كان بدي هيدا.
3824	corpus-6-dev	BEI	فهمت . مبين منيح . بس منو شوي غالي .	فهمت. مبين منيح. بس مانه شوي غالي.
3830	corpus-6-dev	BEI	أدي حقو لليلة؟	قديه حقو لليلة؟
3855	corpus-6-dev	BEI	هوي هش أو قابل للكسر؟	هو هش او قابل للكسر؟
3874	corpus-6-dev	BEI	يسلمو لشرح كل هيدا إلي .	يسلموا لشرح كل هيدا الي.
3875	corpus-6-dev	BEI	ما عندي حركة مصارين من تلات تيام .	ما عندي حركة مصارين من ثلاث ايام.
3902	corpus-6-dev	BEI	بيعتمد إذا كان عندك أو لاء شي تعلنو.	بيعتمد اذا كان عندك او لاء شي تعلنه.
3907	corpus-6-dev	BEI	مانشستر إذا بتريد .	مانشستر اذا بتريد.
3992	corpus-6-dev	BEI	هيدا الوصل تبعي للدفعة .	هيدا الوصل تبعي للدفعة.
4009	corpus-6-dev	BEI	عمول معروف فرجيني.	اعمول معروف فرجيني.
4015	corpus-6-dev	BEI	ليش منتج أ حافظ على حصتو الكبيرة بأخر خمس سنين؟	ليش منتج ا حافظ على حصته الكبيرة بآخر خمس سنين؟
4029	corpus-6-dev	BEI	أي ساعة أخر تران بيفل؟	اي ساعة آخر تران بيفل؟
4054	corpus-6-dev	BEI	شو ما نقيت منيح .	شو ما نقيت منيح.
4083	corpus-6-dev	BEI	فيي أطلب منك تدقلي بعدين؟	فيي اطلب منك تدق لي بعدين؟
4105	corpus-6-dev	BEI	فيي جرب القياس التاني الأكبر؟	فيي جرب القياس الثاني الاكبر؟
4123	corpus-6-dev	BEI	فيك إخد شوية دوا للمعدة؟	فيي آخذ شوية دوا للمعدة؟
4136	corpus-6-dev	BEI	فيي إخد حمالة شنطة؟	فيي آخذ حمالة شنطة؟
4153	corpus-6-dev	BEI	بدي إبعت برقية.	بدي ابعث برقية.
4154	corpus-6-dev	BEI	هيدا لإنو القرارات تاخدت بشكل جماعي.	هيدا لانه القرارات تاخذت بشكل جماعي.
4161	corpus-6-dev	BEI	إذا بشتري تنين، أدي رح تعملو؟	اذا باشتري اثنين، قديه رح تعمله؟
4178	corpus-6-dev	BEI	بدك شاي؟	بدك شاي؟
4196	corpus-6-dev	BEI	هيدا أصلي؟	هيدا اصلي؟
4236	corpus-6-dev	BEI	بتخلوا شوية مسكنات للأوجاع بهالأوتيل؟	بتخلوا شوية مسكنات للاوجاع بهالاوتيل؟
4257	corpus-6-dev	BEI	بعتذر، ما فيي . فيي بس وقف عالأوتيلات المذكورة هون .	باعتذر، ما فيي. فيي بس وقف عالاوتيلات المذكورة هون.
4268	corpus-6-dev	BEI	شو رقم البوابة؟	شو رقم البوابة؟
4327	corpus-6-dev	BEI	خود هيداك المخرج هونيك و بروم عاليمين، عمول معروف .	خوذ هيداك المخرج هونيك وابروم عاليمين، اعمول معروف.
4338	corpus-6-dev	BEI	وين السلم؟	وين السلم؟
4366	corpus-6-dev	BEI	ما في أذى مقصود .	مافيه اذى مقصود.
