sentID.BTEC	splits_shared_task	dialect	raw	CODA
691	corpus-6-dev	RAB	من الشوف ة ديالها، باين فيك هزيتي شي نوع ديال التعفن.	من الشوفة ديالها، باين فيك هزيتي شي نوع ديال التعفن.
698	corpus-6-dev	RAB	نقدر ناخد جوج بلايص في الطابق الثاني لهاد العشية؟	نقدر ناخذ جوج بلايص في الطابق الثاني لهاد العشية؟
702	corpus-6-dev	RAB	وقتاش كا تحل البوسط ة؟	وقتاش كتحل البوسطة؟
752	corpus-6-dev	RAB	شكرا. ها هو الساروت ديال بيتك. الحمال غادي يهز الباليزات ديالك.	شكرا. هاهو الساروت ديال بيتك. الحمال غادي يهز الباليزات ديالك.
755	corpus-6-dev	RAB	حتافظ بالباليزات ديالي، عافاك.	احتافظ بالباليزات ديالي، عافاك.
785	corpus-6-dev	RAB	ما كا نظنش بلي نقدر نعاونك بزاف.	ما كنظنش باللي نقدر نعاونك بزاف.
802	corpus-6-dev	RAB	واخا تقول ليه يحبس من التدخين، تماك؟	وخا تقول ليه يحبس من التدخين، ثماك؟
827	corpus-6-dev	RAB	كا نتمنا ندير شي عمل خيري.	كنتمنا ندير شي عمل خيري.
841	corpus-6-dev	RAB	بريت مزيان.	بريت مزيان.
910	corpus-6-dev	RAB	واخا تعطيني شويا ديال الما، عافاك. راني عطشان بزاف.	وخا تعطيني شوية ديال الما، عافاك. راني عطشان بزاف.
989	corpus-6-dev	RAB	بغيت جوج من المعجنات ديال موريسوبا.	بغيت جوج من المعجنات ديال موريسوبا.
996	corpus-6-dev	RAB	جرحت راسي بالزاج هنا.	جرحت راسي بالزاج هنا.
997	corpus-6-dev	RAB	كان خاصني نسول المدرب . و لكن واش تقدر تقول ليا إينا ماكينا مزيانا باش نتريني الظهر ديالي؟	كان خاصني نسول المدرب. ولكن واش تقدر تقول لي اينا ماكينا مزيانة باش نتريني الظهر ديالي؟
1008	corpus-6-dev	RAB	العامل ديال التلفون.	العامل ديال التلفون.
1011	corpus-6-dev	RAB	كا نضن بلي غلطنا في المحطة.	كنظن باللي غلطنا في المحطة.
1024	corpus-6-dev	RAB	واش عاقل على النمرة ديال السيارة؟	واش عاقل على النمرة ديال السيارة؟
1043	corpus-6-dev	RAB	بيرة، سطيك مع الفريت، أو صالاظ شيف.	بيرة، سطيك مع الفريت، او صالاظ شيف.
1107	corpus-6-dev	RAB	غادي نعيط عاوتاني.	غادي نعيط عاوثاني.
1147	corpus-6-dev	RAB	واش كاتعرف واش ضروري من الحجز فداك المطعم؟	واش كتعرف واش ضروري من الحجز فداك المطعم؟
1151	corpus-6-dev	RAB	واش كاين شي محل ديال الحلاقة في لوطيل؟	واش كاين شي محل ديال الحلاقة في الاوطيل؟
1157	corpus-6-dev	RAB	عندي شي حاجة نسولك عليها.	عندي شي حاجة نسولك عليها.
1161	corpus-6-dev	RAB	عافاك سخن الغرفة شوية.	عافاك سخن الغرفة شوية.
1173	corpus-6-dev	RAB	ما نقدرش نقول ليك.	ما نقدرش نقول ليك.
1176	corpus-6-dev	RAB	فين كاين البلاطو رقم خمسة؟	فين كاين البلاطو رقم خمسة؟
1202	corpus-6-dev	RAB	بغيت مرشد كا يتكلم اليابانية.	بغيت مرشد كيتكلم اليابانية.
1223	corpus-6-dev	RAB	واش ساليتي العشا ديالك؟	واش ساليتي العشا ديالك؟
1225	corpus-6-dev	RAB	الجودة ديال هادا أحسن.	الجودة ديال هادا احسن.
1230	corpus-6-dev	RAB	قمرت بجوج جنيه أسترليني.	قمرت بجوج جنيه أسترليني.
1231	corpus-6-dev	RAB	واش عندكم شي خرجة للجسر ديال كولدن بريدج؟	واش عندكم شي خرجة للجسر ديال غولدن بريدج؟
1277	corpus-6-dev	RAB	الرحلة رقم سبع ميا و تلاتة لطوكيو نهار الجمعة، اربعة سبتمبر.	الرحلة رقم سبعمية وثلاثة لطوكيو نهار الجمعة، اربعة سبتمبر.
1286	corpus-6-dev	RAB	كا نقلب على اللصاق.	كنقلب على اللصاق.
1297	corpus-6-dev	RAB	أو غدا؟	او غدا؟
1310	corpus-6-dev	RAB	في صحتك.	في صحتك.
1323	corpus-6-dev	RAB	واش عندكم بالنتاينز ديال عشر سنين؟	واش عندكم بالنتاينز ديال عشر سنين؟
1328	corpus-6-dev	RAB	راه نقدرو، ولكن سمح ليا ياخد شي شهورة.	راه نقدروا، ولكن اسمح لي ياخذ شي شهورة.
1339	corpus-6-dev	RAB	بغيت شي حاجة في الستيل المعاود ديال شانيل.	بغيت شي حاجة في الستيل المعاود ديال شانيل.
1345	corpus-6-dev	RAB	بغيت نتسجل في الرحلة ديال شلالات نياكارا.	بغيت نتسجل في الرحلة ديال شلالات نياغارا.
1358	corpus-6-dev	RAB	كا نظن آه.	كنظن آه.
1371	corpus-6-dev	RAB	أوه، لا. كايقول ليا شي حاجة. شنو خاصني ندير؟	اوه، لا. كيقول لي شي حاجة. شنو خاصني ندير؟
1417	corpus-6-dev	RAB	"إينا طوبيس كا يمشي ل ""كيلد هول""؟"	"اينا طوبيس كيمشي ل""كيلد هول""؟"
1423	corpus-6-dev	RAB	راه كاين فوق الرف التاني، في الصف الوصطاني.	راه كاين فوق الرف الثاني، في الصف الوصطاني.
1443	corpus-6-dev	RAB	واش خاصني نرجع دابا لليابان؟	واش خاصني نرجع دابا لليابان؟
1447	corpus-6-dev	RAB	كان بورطكلي ديال واحد القط معلق بواحد لاستيك هنايا.	كان بورطكلي ديال واحد القط معلق بواحد الاستيك هنايا.
1457	corpus-6-dev	RAB	تمنطاش دولار بالضبط.	ثمنتعش دولار بالضبط.
1475	corpus-6-dev	RAB	هاد الدار واعرة.	هاد الدار واعرة.
1497	corpus-6-dev	RAB	كوكا صغيرة، عافاك.	كوكا صغيرة، عافاك.
1504	corpus-6-dev	RAB	بشحال غادي يدير التأمين ديالو بتلت ميات دولار؟	بشحال غادي يدير التأمين دياله بثلاث ميات دولار؟
1538	corpus-6-dev	RAB	ممكن عافاك تقول ليا ديالاش هاد التكلفة؟	ممكن عافاك تقول لي ديال اش هاد التكلفة؟
1553	corpus-6-dev	RAB	إينا ماتش ملعوب فالتيران دابا؟	اينا ماتش ملعوب فالتيران دابا؟
1568	corpus-6-dev	RAB	مع السبعة ديال الصباح، التوقيت المحلي.	مع السبعة ديال الصباح، التوقيت المحلي.
1591	corpus-6-dev	RAB	العلبة فيها خمسة و ستين سنتمتر فالطول، تلاتين سنتمتر فالعرض، و تمنطاش سنتمتر فالارتفاع.	العلبة فيها خمسة وستين سنتيمتر فالطول، ثلاثين سنتيمتر فالعرض، وثمنتعش سنتيمتر فالارتفاع.
1597	corpus-6-dev	RAB	العشرة واقفة. هادا هو الساروت ديال الغرفة ديالك . الغرفة ديالك هي خمسة و اربعين-تلاتة و تلاتين. الحمال غادي يهز ليك الباكاج ديالك.	العشرة واقفة. هادا هو الساروت ديال الغرفة ديالك. الغرفة ديالك هي خمسة واربعين-ثلاثة وثلاثين. الحمال غادي يهز ليك باغاج ديالك.
1602	corpus-6-dev	RAB	ممكن تقطع القصة ديالي نص إنش فوق من الحجبان ديالي؟	ممكن تقطع القصة ديالي نص إنش فوق من الحجبان ديالي؟
1611	corpus-6-dev	RAB	دور على ليسر عند الفيروج .	دور على الايسر عند الفيروج.
1626	corpus-6-dev	RAB	عافاك حيدي حوايجك و بدلي بهاد الكسوة.	عافاك حيدي حوايجك وبدل لي بهاد الكسوة.
1643	corpus-6-dev	RAB	عندك سكوتش؟	عندك سكوتش؟
1652	corpus-6-dev	RAB	فين كاين أقرب محل ديال الصبابط؟	فين كاين اقرب محل ديال الصبابط؟
1656	corpus-6-dev	RAB	عندك روح الفنان.	عندك روح الفنان.
1697	corpus-6-dev	RAB	واش كاتاخد شي دوا آخر؟	واش كتاخذ شي دوا آخر؟
1708	corpus-6-dev	RAB	لا شكرا على واجب، كا نفضل بلاصة على الطريق.	لا شكرا على واجب، كنفضل بلاصة على الطريق.
1710	corpus-6-dev	RAB	واش عندك شي غشا كا يمشي معاه؟	واش عندك شي غشا كيمشي معاه؟
1721	corpus-6-dev	RAB	هنا مزير بزاف.	هنا مزير بزاف.
1723	corpus-6-dev	RAB	السلام، هادي الغرفة اطناش اربعة وتلاتين . اسميتي أوظا. بغيت اتصال يفيقني غدا مع الستة ديال الصباح واقفة. شكرا.	السلام، هادي الغرفة اثنعش اربعة وثلاثين. اسميتي أوظا. بغيت اتصال يفيقني غدا مع الستة ديال الصباح واقفة. شكرا.
1740	corpus-6-dev	RAB	واش انت عضو في البرنامج المنتشر ديالنا اكري-طوموبيل؟	واش انت عضو في البرنامج المنتشر ديالنا اكري-طوموبيل؟
1814	corpus-6-dev	RAB	ما كانفهمش شنو كاتقول.	ما كنفهمش شنو كتقول.
1844	corpus-6-dev	RAB	واش كا يضرك راسك؟	واش كيضرك راسك؟
1850	corpus-6-dev	RAB	واش تقدر عافاك تهزني من أقرب محطة؟	واش تقدر عافاك تهزني من اقرب محطة؟
1851	corpus-6-dev	RAB	آه، معلوم.	آه، معلوم.
1857	corpus-6-dev	RAB	واخا تعطيني شي جرائد و شي مجلات؟	وخا تعطيني شي جرائد وشي مجلات؟
1879	corpus-6-dev	RAB	بغيت كتاب ديال النحو بالانجليزية.	بغيت كتاب ديال النحو بالانجليزية.
1884	corpus-6-dev	RAB	واش كاين شي ملعب ديال التنس قريب من هنا؟	واش كاين شي ملعب ديال التنس قريب من هنا؟
1889	corpus-6-dev	RAB	وقتاش كا يتفتحو وردات حب الملوك في الإحتفال ديال اليابان؟	وقتاش كيتفتحوا وردات حب الملوك في الاحتفال ديال اليابان؟
1896	corpus-6-dev	RAB	اه، عندنا. انا غادي نرجع بيه.	آه، عندنا. انا غادي نرجع بيه.
1914	corpus-6-dev	RAB	شنو بغيتي فوق منها؟	شنو بغيتي فوق منها؟
1933	corpus-6-dev	RAB	هاد النوع ديال الطرابش كايبان في الموضة. كا نظن بلي غادي نشري واحد، حتى أنا.	هاد النوع ديال الطرابش كيبان في الموضة. كنظن باللي غادي نشري واحد، حتى انا.
2002	corpus-6-dev	RAB	كيفاش بغيتي الفاتورات ديالك؟	كيفاش بغيتي الفاتورات ديالك؟
2019	corpus-6-dev	RAB	واش محلول دابا؟	واش محلول دابا؟
2026	corpus-6-dev	RAB	شنو هما الأعمال الرئيسية في هاد المعرض؟	شنو هما الاعمال الرئيسية في هاد المعرض؟
2061	corpus-6-dev	RAB	غادي نقلعو دابا شوية.	غادي نقلعوا دابا شوية.
2076	corpus-6-dev	RAB	واو. هادشي كبير بزاف.	واو. هاد الشي كبير بزاف.
2079	corpus-6-dev	RAB	من إينا سكة كا يخرج التران لي غادي ل ميلانو؟	من اينا سكة كيخرج التران اللي غادي لميلانو؟
2095	corpus-6-dev	RAB	عافاك وريني كيفاش ندير اتصال دولي.	عافاك وريني كيفاش ندير اتصال دولي.
2097	corpus-6-dev	RAB	يمكن ليا نهز معايا هاد الأمتعة؟	يمكن لي نهز معاي هاد الامتعة؟
2108	corpus-6-dev	RAB	الميزانية ديالي هي خمسين دولار.	الميزانية ديالي هي خمسين دولار.
2109	corpus-6-dev	RAB	أنا غادي ندوز ليك السيد سوزوكي.	انا غادي ندوز ليك السيد سوزوكي.
2150	corpus-6-dev	RAB	هاد الضرسة تهرسات.	هاد الضرسة تهرسات.
2162	corpus-6-dev	RAB	حتى، أنا. كان كا يصحاب ليا بلي تقدر تعاوني نفهم القايمة ديال الماكلة.	حتى، انا. كان كيصحاب لي باللي تقدر تعاوني نفهم القايمة ديال الماكلة.
2194	corpus-6-dev	RAB	واش نغلفها؟	واش نغلفها؟
2213	corpus-6-dev	RAB	خاص تقريبا تلاتة ديال السوايع باش توصل للمكتب و ترجع.	خاص تقريبا ثلاثة ديال السوايع باش توصل للمكتب وترجع.
2219	corpus-6-dev	RAB	عندي تذكرة ل ديترويد و لي كا تمشي مع لحضاش ديال الصباح.	عندي تذكرة لديترويد واللي كتمشي مع الحدعش ديال الصباح.
2239	corpus-6-dev	RAB	حفلة ديال ربعة، اليوم بالليل مع السبعة و نص. أشمن سمية؟	حفلة ديال اربعة، اليوم بالليل مع السبعة ونص. اشمن سمية؟
2240	corpus-6-dev	RAB	بغيت نبدل الطلب ديالي.	بغيت نبدل الطلب ديالي.
2255	corpus-6-dev	RAB	خمسة و عشرين دولار، داخل فيها الطوبيس، المرشد و المصاريف ديال الدخول.	خمسة وعشرين دولار، داخل فيها الطوبيس، المرشد والمصاريف ديال الدخول.
2258	corpus-6-dev	RAB	فين لي بان ليك جا معا هادا؟	فين اللي بان ليك جا مع هادا؟
2279	corpus-6-dev	RAB	آه، كا نقلب على كسوة.	آه، كنقلب على كسوة.
2312	corpus-6-dev	RAB	شكرا حيت وصلتيني هنايا من بعد سوايع. فعلا كا نقدر المساعدة ديالك.	شكرا حيث وصلتيني هنايا من بعد سوايع. فعلا كنقدر المساعدة ديالك.
2349	corpus-6-dev	RAB	من المفروض أنه يسخن الحال شوية هاد العشية.	من المفروض أنه يسخن الحال شوية هاد العشية.
2371	corpus-6-dev	RAB	فين كاينة المقبرة؟	فين كاينة المقبرة؟
2388	corpus-6-dev	RAB	هادشي مشوه.	هاد الشي مشوه.
2409	corpus-6-dev	RAB	عن طريق البريد البحري؟	عن طريق البريد البحري؟
2411	corpus-6-dev	RAB	خطير إيلا ما خديتش طاكسي في الرجعة للفندق .	خطير ايلا ما خذيتش طاكسي في الرجعة للفندق.
2453	corpus-6-dev	RAB	واش غادي نوصلو في الوقت؟	واش غادي نوصلوا في الوقت؟
2461	corpus-6-dev	RAB	بغيت الصرف.	بغيت الصرف.
2464	corpus-6-dev	RAB	ممكن تهدر بشويا عافاك؟	ممكن تهدر بشوية عافاك؟
2482	corpus-6-dev	RAB	كانقلب على شال ديال لحرير .	كنقلب على شال ديال الحرير.
2486	corpus-6-dev	RAB	غادي نمشي غدا فالسبعة ديال الصباح، بغيت الفاكتورة ديالي دابة.	غادي نمشي غدا فالسبعة ديال الصباح، بغيت الفاكتورة ديالي دابة.
2497	corpus-6-dev	RAB	كينين ربعة ديال المواسم متميزة.	كينين اربعة ديال المواسم متميزة.
2525	corpus-6-dev	RAB	غادي تاخد تسعود و تسعين يوم باش تصايب ليك البطاقة. عافاك خلي لينا سميا ديال لوطيل و الرقم فهاد الورقة، باش نقدرو نتاصلو بيك .	غادي تاخذ تسعود وتسعين يوم باش تصايب ليك البطاقة. عافاك خلي لينا السميا ديال الاوطيل والرقم فهاد الورقة، باش نقدروا نتاصلوا بيك.
2527	corpus-6-dev	RAB	غادي تمشي للمدراسة؟	غادي تمشي للمدراسة؟
2535	corpus-6-dev	RAB	بغيت خيمة.	بغيت خيمة.
2565	corpus-6-dev	RAB	هادي الوحدة وربعة دقايق ديال الزوال.	هادي الوحدة واربعة دقايق ديال الزوال.
2571	corpus-6-dev	RAB	إمكن ليك تستخدم نظام ليتايعفي من الرسوم الجمركية على المشتريات الي أكثر من تسعة وتسعين دولار.	امكن ليك تستخدم نظام اللي تيعفي من الرسوم الجمركية على المشتريات اللي اكثر من تسعة وتسعين دولار.
2580	corpus-6-dev	RAB	كانشوف. إوا عطيني جوج تيكيتات مشيان و مجيان لسان دييغو . عافاك.	كنشوف. ايوا اعطيني جوج تيكيتات مشيان ومجيان لسان دييغو. عافاك.
2607	corpus-6-dev	RAB	مزيانين للبحر .	مزيانين للبحر.
2625	corpus-6-dev	RAB	بسباب العاصفة الثلجية، رحلات الخطوط الجوية الكندية صفر صفر واحد تلغات.	بسباب العاصفة الثلجية، رحلات الخطوط الجوية الكندية صفر صفر واحد تلغات.
2663	corpus-6-dev	RAB	واش غادي نقدر نشري كولشي هادشي لي فاللائحة من السوق الممتاز اولا خصني نمشي للصيدلية حتا هيا؟	واش غادي نقدر نشري كول شي هاد الشي اللي فاللائحة من السوق الممتاز اولا خصني نمشي للصيدلية حتى هي؟
2680	corpus-6-dev	RAB	فين كاين المعرض؟	فين كاين المعرض؟
2700	corpus-6-dev	RAB	شحال كاتاخد ديال الوقت فبريد البحر؟	شحال كتاخذ ديال الوقت فبريد البحر؟
2710	corpus-6-dev	RAB	بغيت نبدل الطيارة.	بغيت نبدل الطيارة.
2720	corpus-6-dev	RAB	بغيت ندير درس في التزلج.	بغيت ندير درس في التزلج.
2722	corpus-6-dev	RAB	غير لواحد؟	غير لواحد؟
2743	corpus-6-dev	RAB	واش نقدرو نلعبو بهاد الصبابط؟	واش نقدروا نلعبوا بهاد الصبابط؟
2782	corpus-6-dev	RAB	خدا ليا صاكي.	خذا لي صاكي.
2787	corpus-6-dev	RAB	شنو خاصني نلبس؟	شنو خاصني نلبس؟
2857	corpus-6-dev	RAB	من المؤكد. و عافاك سلم على الآنسة كوك الي دارت بزاف ديال المبادارات الفعالة في الإجتماع ديالنا.	من المؤكد. وعافاك سلم على الآنسة كوك اللي دارت بزاف ديال المبادارات الفعالة في الاجتماع ديالنا.
2859	corpus-6-dev	RAB	واش عندك شي بلاصة للإقامة مازال متوفرة بهذا التمن؟	واش عندك شي بلاصة للاقامة ما زال متوفرة بهذا الثمن؟
2884	corpus-6-dev	RAB	من ليصر، هادو كا يشيرو لوقت التصنيع، التمن الممكن، و الخطر المادي المحتمل.	من الايسر، هادو كيشيروا لوقت التصنيع، الثمن الممكن، والخطر المادي المحتمل.
2903	corpus-6-dev	RAB	عندنا غير القياس تمنية دابا.	عندنا غير القياس ثمانية دابا.
2906	corpus-6-dev	RAB	أنا غير كا ندوز.	انا غير كندوز.
2910	corpus-6-dev	RAB	بغيت شي واحد صحيح.	بغيت شي واحد صحيح.
2948	corpus-6-dev	RAB	واخا تعاوني ناخد التذاكر؟	وخا تعاوني ناخذ التذاكر؟
2965	corpus-6-dev	RAB	هاد القهوة قاصحة بزاف.	هاد القهوة قاصحة بزاف.
2974	corpus-6-dev	RAB	ممكن تعطيني البنج؟	ممكن تعطيني البنج؟
2978	corpus-6-dev	RAB	واش شفتي المشتبه فيه مزيان؟	واش شفتي المشتبه فيه مزيان؟
3005	corpus-6-dev	RAB	بغيت شي ملابس داخلية.	بغيت شي ملابس داخلية.
3007	corpus-6-dev	RAB	الوجبة الرئيسية فيها اللحم مشوي و سرطان البحر.	الوجبة الرئيسية فيها اللحم مشوي وسرطان البحر.
3009	corpus-6-dev	RAB	منين كا تبدا السكة ديال التران ديال بوسطن؟	منين كتبدا السكة ديال التران ديال بوسطن؟
3018	corpus-6-dev	RAB	غادي ناكلو مجموعين، إيوا عافاك جيب فرشيطة زايدة؟	غادي ناكلوا مجموعين، إيوا عافاك جيب فرشيطة زايدة؟
3022	corpus-6-dev	RAB	في فندق هاليكولاني.	في فندق هاليكولاني.
3065	corpus-6-dev	RAB	شحال الثمن ديال الكرا ديال هاتف نقال و جهاز إخطار؟	شحال الثمن ديال الكرا ديال هاتف نقال وجهاز اخطار؟
3068	corpus-6-dev	RAB	واش بديتو تاخدو الطلبات ديال العشا؟	واش بديتوا تاخذوا الطلبات ديال العشا؟
3074	corpus-6-dev	RAB	طابلة حدا الشرجم، عافاك.	طابلة حدا الشرجم، عافاك.
3075	corpus-6-dev	RAB	واخا توريني هاداك لي في الشرجم؟	وخا توريني هاداك اللي في الشرجم؟
3086	corpus-6-dev	RAB	ما عندكش صرف كتر من هادا؟	ما عندكش صرف اكثر من هادا؟
3092	corpus-6-dev	RAB	ممكن تجيب لينا طفاية، عافاك؟	ممكن تجيب لينا طفاية، عافاك؟
3174	corpus-6-dev	RAB	بغيت مسكن.	بغيت مسكن.
3212	corpus-6-dev	RAB	واش يمكنك ليك الاتصال بشركة تأمين؟	واش يمكنك ليك الاتصال بشركة تأمين؟
3231	corpus-6-dev	RAB	تذكرة طالب، عافاك.	تذكرة طالب، عافاك.
3233	corpus-6-dev	RAB	عافاك كتب ليا ريسالة كيف توصل.	عافاك اكتب لي ريسالة كيف توصل.
3239	corpus-6-dev	RAB	سمح ليا، شوف. غادي نخلص كلشي، غير عافاك ماتعيطش لبوليس. بابا غادي يقتلني.	اسمح لي، شوف. غادي نخلص كل شي، غير عافاك ما تعيطش للبوليس. بابا غادي يقتلني.
3266	corpus-6-dev	RAB	سربي.	سربي.
3272	corpus-6-dev	RAB	سمح لي. ممكن تنعت ليا المحطة؟	اسمح لي. ممكن تنعت لي المحطة؟
3278	corpus-6-dev	RAB	بغيت نشوف الجبال.	بغيت نشوف الجبال.
3290	corpus-6-dev	RAB	بدل هادي لبيزيتا. عافاك.	بدل هادي لبيزيتا. عافاك.
3310	corpus-6-dev	RAB	لا. ولكن عندنا واحد الطبيب لي تايفهم اليابانية مزيان . إدا ماكاينش مشكل.	لا. ولكن عندنا واحد الطبيب اللي تيفهم اليابانية مزيان. اذا ما كاينش مشكل.
3330	corpus-6-dev	RAB	وريني الجدول الزمني، عافاك.	وريني الجدول الزمني، عافاك.
3353	corpus-6-dev	RAB	واش كاتعرف شي طبيب تايهضر باليابانية؟	واش كتعرف شي طبيب تيهدر باليابانية؟
3360	corpus-6-dev	RAB	ماقادراش نتيق خاصني نرجع لليابان. كنتمنا كون نقدر نبقا كتر.	ما قادراش نثيق خاصني نرجع لليابان. كنتمنا كون نقدر نبقى اكثر.
3366	corpus-6-dev	RAB	مشهورة بالمحيط الزوين ديالها.	مشهورة بالمحيط الزوين ديالها.
3418	corpus-6-dev	RAB	واش باغي تهبط التمن لسبعة دولار؟	واش باغي تهبط الثمن لسبعة دولار؟
3431	corpus-6-dev	RAB	تفرجتي في الماتش؟ اليانكيز ربحو.	تفرجتي في الماتش؟ اليانكيز ربحوا.
3445	corpus-6-dev	RAB	لا شكرا، أنا قادر نلقاه بوحدي.	لا شكرا، انا قادر نلقاه بوحدي.
3462	corpus-6-dev	RAB	ممكن تقول ليا شنو كاين اليوم في البرامج ديال التلفزة؟	ممكن تقول لي شنو كاين اليوم في البرامج ديال التلفزة؟
3473	corpus-6-dev	RAB	فين بادي الفيلم؟	فين بادي الفيلم؟
3483	corpus-6-dev	RAB	شنو هوا الشراب الخاص بيكم؟	شنو هوا الشراب الخاص بيكم؟
3551	corpus-6-dev	RAB	كان شعبي فالربعينات و الستينيات من القرن تسعتاش .	كان شعبي فالاربعينات والستينيات من القرن تسعتعش.
3693	corpus-6-dev	RAB	واش عندك فاكهة الكاكي؟	واش عندك فاكهة الكاكي؟
3703	corpus-6-dev	RAB	ممكن نسول على وقت المغادرة من هنايا؟	ممكن نسول على وقت المغادرة من هنايا؟
3710	corpus-6-dev	RAB	فهمت. خليني نشوف الأجندة ديالي. عندي امكانية هاد الجمعة. ما تفضل الصباح ولا العشية؟	فهمت. خليني نشوف الاجندة ديالي. عندي امكانية هاد الجمعة. ما تفضل الصباح ولا العشية؟
3716	corpus-6-dev	RAB	سمح ليا. ما هازش معايا دابا.	اسمح لي. ما هازش معاي دابا.
3718	corpus-6-dev	RAB	واخا. يالاه نبداو. واجد؟	وخا. يالله نبداوا. واجد؟
3719	corpus-6-dev	RAB	واش هادي كوارتز؟	واش هادي كوارتز؟
3722	corpus-6-dev	RAB	اه، خاصني حتى معجون الاسنان.	آه، خاصني حتى معجون الاسنان.
3730	corpus-6-dev	RAB	وقم الهاتف هو واحد جوج تلاتة اربعة خمسة ستة.	رقم الهاتف هو واحد جوج ثلاثة اربعة خمسة ستة.
3732	corpus-6-dev	RAB	بغيتي الحوت ولا اللحم؟	بغيتي الحوت ولا اللحم؟
3736	corpus-6-dev	RAB	ممكن تشوف في هاد اللائحة ديال فحص النظر، عافاك؟	ممكن تشوف في هاد اللائحة ديال فحص النظر، عافاك؟
3760	corpus-6-dev	RAB	خديت قرعة ديال الما معدني من التلاجة.	خذيت قرعة ديال الما المعدني من الثلاجة.
3821	corpus-6-dev	RAB	ما بغيتش هادا.	ما بغيتش هادا.
3824	corpus-6-dev	RAB	اه فهمت، راها زوينا، و لكن ماغالياش.	آه فهمت، راها زوينة، ولكن ما غالياش.
3830	corpus-6-dev	RAB	بشحال لليلة وحدة؟	بشحال لليلة واحدة؟
3855	corpus-6-dev	RAB	واش هي ضعيفة ولا كاتهرس؟	واش هي ضعيفة ولا كتهرس؟
3874	corpus-6-dev	RAB	"""كوكوروساما"" للشرح هادشي كامل ليا."	"""غوكوروساما"" للشرح هاد الشي كامل لي."
3875	corpus-6-dev	RAB	ما كان عندي حتى حركة فالسرج هادي تلت ايام.	ما كان عندي حتى حركة فالسرج هادي ثلاث ايام.
3902	corpus-6-dev	RAB	على حساب واش عندك شي حاجة تقولها ولا لا.	على حساب واش عندك شي حاجة تقولها ولا لا.
3907	corpus-6-dev	RAB	منشستر عافاك.	منشستر عافاك.
3992	corpus-6-dev	RAB	ها هو التوصيل ديال الخلاص ديالي.	هاهو التوصيل ديال الخلاص ديالي.
4009	corpus-6-dev	RAB	عافاك وريني.	عافاك وريني.
4015	corpus-6-dev	RAB	"علاش المنتوج ""أ"" بقا شاد بلاصتو في السوق الكبير في هاد الخمس السنين لي دازت؟"	"علاش المنتوج ""ا"" بقى شاد بلاصته في السوق الكبير في هاد الخمس السنين اللي دازت؟"
