sentID.BTEC	splits_shared_task	dialect	raw	CODA
1857	corpus-6-dev	DOH	ممكن تعطيني جريدة او مجلات؟	ممكن تعطيني جريدة او مجلات؟
1879	corpus-6-dev	DOH	بغيت كتاب قواعد.	بغيت كتاب قواعد.
1884	corpus-6-dev	DOH	في ملعب تنس قريب؟	فيه ملعب تنس قريب؟
1889	corpus-6-dev	DOH	متى يزهر الكرز اللي يحتلفون فيه في اليابان؟	متى يزهر الكرز اللي يحتلفون فيه فيه اليابان؟
1896	corpus-6-dev	DOH	اي. بجيبه الحين.	اي. بجيبه الحين.
1914	corpus-6-dev	DOH	شتبي عليه؟	شتبي عليه؟
1933	corpus-6-dev	DOH	هالنوع من القبعات شكله عالموضة. شكلي باخذ وحدة، بعد.	هالنوع من القبعات شكله عالموضة. شكلي بآخذ واحدة، بعد.
2002	corpus-6-dev	DOH	شلون بغيت فواتيرك؟	شلون بغيت فواتيرك؟
2019	corpus-6-dev	DOH	فاتح الحين؟	فاتح الحين؟
2026	corpus-6-dev	DOH	شنو المعارض الرئيسية في هالمعرض؟	شنو المعارض الرئيسية في هالمعرض؟
2061	corpus-6-dev	DOH	بنطير قريب.	بنطير قريب.
2076	corpus-6-dev	DOH	ما شاء الله. حطيت لي واجد.	ما شاء الله. حطيت لي واجد.
2079	corpus-6-dev	DOH	من أي مسار يمشي هالقطار لميلان؟	من اي مسار يمشي هالقطار لميلان؟
2095	corpus-6-dev	DOH	لو سمحت خبرني شلون اسوي اتصال خارجي.	لو سمحت خبرني شلون اسوي اتصال خارجي.
2097	corpus-6-dev	DOH	ممكن اشيل معاي هالشناط؟	ممكن اشيل معاي هالشناط؟
2108	corpus-6-dev	DOH	ميزانيتي خمسين دولار.	ميزانيتي خمسين دولار.
2109	corpus-6-dev	DOH	بحولك على سيد سوزوكي.	بحولك على سيد سوزوكي.
2150	corpus-6-dev	DOH	هذي الضرس انكسر.	هاذي الضرس انكسر.
2162	corpus-6-dev	DOH	انا، بعد. قلت يمكن تقدر تساعدني افهم المنيو.	انا، بعد. قلت يمكن تقدر تساعدني افهم المنيو.
2194	corpus-6-dev	DOH	اغلفه؟	اغلفه؟
2213	corpus-6-dev	DOH	ياخذ لك ثلاث ساعات تقريبا حق تروح المكتب وترجع.	ياخذ لك ثلاث ساعات تقريبا حق تروح المكتب وترجع.
2219	corpus-6-dev	DOH	عندي تذكرة لديترويت تطير الساعة احدعش الصبح.	عندي تذكرة لديترويت تطير الساعة احدعش الصبح.
2239	corpus-6-dev	DOH	حفلة لاربعة، الساعة سبع ونص. باسم من اسجله؟	حفلة لاربعة، الساعة سبع ونص. باسم من اسجله؟
2240	corpus-6-dev	DOH	بغيت اغير طلبي.	بغيت اغير طلبي.
2255	corpus-6-dev	DOH	خمسة وعشرين دولار مع رسوم الباص، والمرشد ورسوم التسجيل.	خمسة وعشرين دولار مع رسوم الباص، والمرشد ورسوم التسجيل.
2258	corpus-6-dev	DOH	شنو تحس يمشي مع هذي؟	شنو تحس يمشي مع هاذي؟
2279	corpus-6-dev	DOH	اي. ادور فستان.	اي. ادور فستان.
2312	corpus-6-dev	DOH	مشكور والله انك سقت فيني لي هني بعد ساعات. وايد أقدر خدمتك.	مشكور والله انك سقت فيني لهني بعد ساعات. واجد اقدر خدمتك.
2349	corpus-6-dev	DOH	المفروض الجو يصير ادفى هالمسا.	المفروض الجو يصير ادفى هالمسا.
2371	corpus-6-dev	DOH	وين الكنيسة؟	وين الكنيسة؟
2388	corpus-6-dev	DOH	هذي مب عدل.	هاذي مب عدل.
2409	corpus-6-dev	DOH	بالبريد البحري؟	بالبريد البحري؟
2411	corpus-6-dev	DOH	خطر اذا ما ارجع الفندق بتكسي.	خطر اذا ما ارجع الفندق بتكسي.
2453	corpus-6-dev	DOH	بنوصل على الوقت؟	بنوصل على الوقت؟
2461	corpus-6-dev	DOH	بغيت خردة.	بغيت خردة.
2464	corpus-6-dev	DOH	ممكن تتكلم شوي شوي؟	ممكن تتكلم شوي شوي؟
2482	corpus-6-dev	DOH	ادور شال حريري.	ادور شال حريري.
2486	corpus-6-dev	DOH	بمشي بكرة على سبع الصبح، فبغيت فاتورتي الحين.	بمشي بكرة على سبع الصبح، فبغيت فاتورتي الحين.
2497	corpus-6-dev	DOH	في اربع فصول متميزة.	فيه اربع فصول متميزة.
2525	corpus-6-dev	DOH	اعادة اصدار البطاقة بياخذ تسعة وتسعين يوم. لو سمحت اكتب اسم فندقك ورقم التلفون في هالورقة، عشان نكلمك.	اعادة اصدار البطاقة بياخذ تسعة وتسعين يوم. لو سمحت اكتب اسم فندقك ورقم التلفون في هالورقة، عشان نكلمك.
2527	corpus-6-dev	DOH	بتروح المدرسة؟	بتروح المدرسة؟
2535	corpus-6-dev	DOH	بغيت خيمة.	بغيت خيمة.
2565	corpus-6-dev	DOH	الساعة وحدة واربع دقايق العصر.	الساعة واحدة واربع دقايق العصر.
2571	corpus-6-dev	DOH	اذا شريت بأكثر من تسعة وتسعين دولار، تقدر تستخدم نظام السوق الحرة.	اذا شريت بأكثر من تسعة وتسعين دولار، تقدر تستخدم نظام السوق الحرة.
2580	corpus-6-dev	DOH	فهمت. عيل عطني تذكرتين روحة ورجعة حق سان دييغو، لو سمحت.	فهمت. عيل عطني تذكرتين روحة ورجعة حق سان دييغو، لو سمحت.
2607	corpus-6-dev	DOH	ممتازين حق البحر.	ممتازين حق البحر.
2625	corpus-6-dev	DOH	بسبب العاصفة الثلجية، رحلة الخطوط الجوية الكندية صفر اثنين واحد تكنسلت.	بسبب العاصفة الثلجية، رحلة الخطوط الجوية الكندية صفر اثنين واحد تكنسلت.
2663	corpus-6-dev	DOH	اقدر احصل كل شي على اللستة في الدكان او لازم امر الصيدلية بعد؟	اقدر احصل كل شي على اللستة في الدكان او لازم امر الصيدلية بعد؟
2680	corpus-6-dev	DOH	وين المعرض؟	وين المعرض؟
2700	corpus-6-dev	DOH	شكثر ياخذ بالبريد البحري؟	شكثر ياخذ بالبريد البحري؟
2710	corpus-6-dev	DOH	بغيت اغير رحلتي.	بغيت اغير رحلتي.
2720	corpus-6-dev	DOH	بغيت احضر درس تزلج.	بغيت احضر درس تزلج.
2722	corpus-6-dev	DOH	حق شخص واحد؟	حق شخص واحد؟
2743	corpus-6-dev	DOH	نقدر نلعب بهالجواتي؟	نقدر نلعب بهالجواتي؟
2782	corpus-6-dev	DOH	هو خذ شنطتي.	هو خذ شنطتي.
2787	corpus-6-dev	DOH	شنو المفروض البس؟	شنو المفروض البس؟
2857	corpus-6-dev	DOH	اكيد. سلم على آنسة كوك اللي سوت وايد مبادرات خلال اجتماعنا.	اكيد. سلم على آنسة كوك اللي سوت واجد مبادرات خلال اجتماعنا.
2859	corpus-6-dev	DOH	عندك سكن متوفر بذاك السعر؟	عندك سكن متوفر بذاك السعر؟
2884	corpus-6-dev	DOH	من اليسار، هذيلا يوضحون الوقت اللازم للتصنيع، عرض بالتكلفة، والمخاطر المالية.	من اليسار، هاذيلا يوضحون الوقت اللازم للتصنيع، عرض بالتكلفة، والمخاطر المالية.
2903	corpus-6-dev	DOH	بس عندنا مقاس ثمانية حاليا.	بس عندنا مقاس ثمانية حاليا.
2906	corpus-6-dev	DOH	انا بس مار.	انا بس مار.
2910	corpus-6-dev	DOH	بغيت واحد قوي.	بغيت واحد قوي.
2948	corpus-6-dev	DOH	ممكن تساعدني اخذ تذاكر؟	ممكن تساعدني آخذ تذاكر؟
2965	corpus-6-dev	DOH	القهوة هذي وايد قوية.	القهوة هاذي واجد قوية.
2974	corpus-6-dev	DOH	ممكن تعطيني بنج؟	ممكن تعطيني بنج؟
2978	corpus-6-dev	DOH	شفت اللي شاكين فيه عدل؟	شفت اللي شاكين فيه عدل؟
3005	corpus-6-dev	DOH	بغيت ملابس داخلية.	بغيت ملابس داخلية.
3007	corpus-6-dev	DOH	الطبق الرئيسي مكس لحم مشوي وأم الربيان.	الطبق الرئيسي مكس لحم مشوي وام الربيان.
3009	corpus-6-dev	DOH	من اي مسار يبتدي القطار اللي يروح بوسطن؟	من اي مسار يبتدي القطار اللي يروح بوسطن؟
3018	corpus-6-dev	DOH	بناكله مع بعض، فممكن تييب شوكة زيادة؟	بناكله مع بعض، فممكن تجيب شوكة زيادة؟
3022	corpus-6-dev	DOH	في فندق الهاليكولاني.	في فندق الهاليكولاني.
3065	corpus-6-dev	DOH	كم السعر حق أأجر تلفون وبيجر؟	كم السعر حق اأجر تلفون وبيجر؟
3068	corpus-6-dev	DOH	تاخذ طلبات العشا الحين؟	تاخذ طلبات العشا الحين؟
3074	corpus-6-dev	DOH	طاولة عند الدريشة، لو سمحت.	طاولة عند الدريشة، لو سمحت.
3075	corpus-6-dev	DOH	ممكن توريني اللي عالواجهة؟	ممكن توريني اللي عالواجهة؟
3086	corpus-6-dev	DOH	ما عندك فواتير اصغر؟	ما عندك فواتير اصغر؟
3092	corpus-6-dev	DOH	ممكن تعطينا طفاية، لو سمحت؟	ممكن تعطينا طفاية، لو سمحت؟
3174	corpus-6-dev	DOH	بغيت مسكن.	بغيت مسكن.
3212	corpus-6-dev	DOH	ممكن تكلم شركة تأمين؟	ممكن تكلم شركة تأمين؟
3231	corpus-6-dev	DOH	تذكرة طالب، لو سمحت.	تذكرة طالب، لو سمحت.
3233	corpus-6-dev	DOH	عاد اكتب رسالة اول ما توصل.	عاد اكتب رسالة اول ما توصل.
3239	corpus-6-dev	DOH	انا اسف. جوف، انا بدفع حق كل شي. بس لا تتصل في الشرطة. ابوي بيذبحني.	انا آسف. شوف، انا بادفع حق كل شي. بس لا تتصل في الشرطة. ابوي بيذبحني.
3266	corpus-6-dev	DOH	بسرعة.	بسرعة.
3272	corpus-6-dev	DOH	اسمح لي، بس ممكن تدليني المحطة؟	اسمح لي، بس ممكن تدليني المحطة؟
3278	corpus-6-dev	DOH	ابغي اشوف الجبال.	ابغي اشوف الجبال.
3290	corpus-6-dev	DOH	حول هذي لبيزيتا، لو سمحت.	حول هاذي لبيزيتا، لو سمحت.
3310	corpus-6-dev	DOH	لا، بس عندنا دكتور يفهم ياباني عدل. يعني مافي مشكلة.	لا، بس عندنا دكتور يفهم ياباني عدل. يعني مافيه مشكلة.
3330	corpus-6-dev	DOH	ورني جدول الوقت، لو سمحت.	ورني جدول الوقت، لو سمحت.
3353	corpus-6-dev	DOH	تعرف اي دكاترة يتكلمون ياباني؟	تعرف اي دكاترة يتكلمون ياباني؟
3360	corpus-6-dev	DOH	مو مصدق ان لازم ارجع اليابان. ياليت اقدر اتم اكثر.	مو مصدق ان لازم ارجع اليابان. يا ليت اقدر اتم اكثر.
3366	corpus-6-dev	DOH	هو مشهور بسبة المحيط الجميل.	هو مشهور بسبة المحيط الجميل.
3418	corpus-6-dev	DOH	بتنزل السعر لي سبع دولارات؟	بتنزل السعر لسبع دولارات؟
3431	corpus-6-dev	DOH	شفت المباراة؟ اليانكيز فازوا.	شفت المباراة؟ اليانكيز فازوا.
3445	corpus-6-dev	DOH	لا مشكور، اقدر احصله بروحي.	لا مشكور، اقدر احصله بروحي.
3462	corpus-6-dev	DOH	ممكن تخبرني عن برنامج التلفزيون اليوم؟	ممكن تخبرني عن برنامج التلفزيون اليوم؟
3473	corpus-6-dev	DOH	على أي قناة الفلم؟	على اي قناة الفلم؟
3483	corpus-6-dev	DOH	شنو السبشل كوكتيل؟	شنو السبشل كوكتيل؟
3551	corpus-6-dev	DOH	هذي كان مشهور في الاربعينات والستينات.	هاذي كان مشهور في الاربعينات والستينات.
3693	corpus-6-dev	DOH	عندك كاكا؟	عندك كاكا؟
3703	corpus-6-dev	DOH	ممكن اسأل عن وقت المغادرة من هني؟	ممكن اسأل عن وقت المغادرة من هني؟
3710	corpus-6-dev	DOH	فهمت. خلني اجيك دفتري. عندي فراغ هالجمعة. تفضل الصبح او الظهر؟	فهمت. خلني اشيك دفتري. عندي فراغ هالجمعة. تفضل الصبح او الظهر؟
3716	corpus-6-dev	DOH	آسف. ما عندي كفاية حاليا.	آسف. ما عندي كفاية حاليا.
3718	corpus-6-dev	DOH	اوكي، خلنا نسويه. جاهز؟	اوكي، خلنا نسويه. جاهز؟
3719	corpus-6-dev	DOH	هذي كوارتز؟	هاذي كوارتز؟
3722	corpus-6-dev	DOH	اه، احتاج اخذ معجون اسنان بعد.	آه، احتاج آخذ معجون اسنان بعد.
3730	corpus-6-dev	DOH	رقم التلفون واحد اثتين ثلاثة اربعة خمسة ستة.	رقم التلفون واحد اثتين ثلاثة اربعة خمسة ستة.
3732	corpus-6-dev	DOH	بغيت سمج او لحم؟	بغيت سمك او لحم؟
3736	corpus-6-dev	DOH	ممكن تطالع لوحة فحص النظر، لو سمحت؟	ممكن تطالع لوحة فحص النظر، لو سمحت؟
3760	corpus-6-dev	DOH	خذت غرشة ماي وحدة من الثلاجة.	خذت غرشة ماي واحدة من الثلاجة.
3821	corpus-6-dev	DOH	ما بغيت هذي.	ما بغيت هاذي.
3824	corpus-6-dev	DOH	اشوف. شكله حلو. بس مو غالي شوي.	اشوف. شكله حلو. بس مو غالي شوي.
3830	corpus-6-dev	DOH	بكم حق ليلة؟	بكم حق ليلة؟
3855	corpus-6-dev	DOH	هو ضعيف او قابل للكسر؟	هو ضعيف او قابل للكسر؟
3874	corpus-6-dev	DOH	"""قوكوروساما"" لأنك شرحت لي كل هذي."	"""غوكوروساما"" لانك شرحت لي كل هاذي."
3875	corpus-6-dev	DOH	ما صارت عندي حركة امعاء من ثلاث ايام.	ما صارت عندي حركة امعاء من ثلاث ايام.
3902	corpus-6-dev	DOH	يعتمد اذا عندك شي تصرح عنه او لا.	يعتمد اذا عندك شي تصرح عنه او لا.
3907	corpus-6-dev	DOH	مانشستر لو سمحت.	مانشستر لو سمحت.
3992	corpus-6-dev	DOH	هذي رصيدي مال الدفع.	هاذي رصيدي مال الدفع.
4009	corpus-6-dev	DOH	لو سمحت ورني.	لو سمحت ورني.
4015	corpus-6-dev	DOH	ليش المنتج ألف حافظ على حصصه السوقية الكبيرة في آخر خمس سنوات؟	ليش المنتج الف حافظ على حصصه السوقية الكبيرة في آخر خمس سنوات؟
4029	corpus-6-dev	DOH	الساعة كم يمشي آخر قطار؟	الساعة كم يمشي آخر قطار؟
4054	corpus-6-dev	DOH	اي شي تختاره زين.	اي شي تختاره زين.
4083	corpus-6-dev	DOH	يصير ترد تكلمني بعدين؟	يصير ترد تكلمني بعدين؟
4105	corpus-6-dev	DOH	ممكن اجرب المقاس الأكبر من هذي؟	ممكن اجرب المقاس الاكبر من هاذي؟
4123	corpus-6-dev	DOH	ممكن تعطيني دوا للمعدة؟	ممكن تعطيني دوا للمعدة؟
4136	corpus-6-dev	DOH	ممكن تعطيني كيس؟	ممكن تعطيني كيس؟
4153	corpus-6-dev	DOH	ابغي ارسل برقية.	ابغي ارسل برقية.
4154	corpus-6-dev	DOH	هذي لأن القرارات يتخذونها بالمجموعات.	هاذي لان القرارات يتخذونها بالمجموعات.
4161	corpus-6-dev	DOH	اذا شريت اثنين، بكم بتخليه؟	اذا شريت اثنين، بكم بتخليه؟
4178	corpus-6-dev	DOH	بغيت شاهي؟	بغيت شاهي؟
4196	corpus-6-dev	DOH	هذي صجي؟	هاذي صدقي؟
4236	corpus-6-dev	DOH	عندك مسكنات في الفندق؟	عندك مسكنات في الفندق؟
4257	corpus-6-dev	DOH	آسف، ماقدر. بس اقدر اوقف عند الفنادق المذكورة في اللست.	آسف، ما اقدر. بس اقدر اوقف عند الفنادق المذكورة في اللست.
4268	corpus-6-dev	DOH	كم رقم البوابة؟	كم رقم البوابة؟
4327	corpus-6-dev	DOH	اطلع من ذيك الطلعة هناك ولف يمين، لو سمحت.	اطلع من ذيك الطلعة هناك ولف يمين، لو سمحت.
4338	corpus-6-dev	DOH	وين الدرج؟	وين الدرج؟
4366	corpus-6-dev	DOH	ما قصدت الضرر.	ما قصدت الضرر.
4433	corpus-6-dev	DOH	اسمح لي، بس اظن انك قاعد في كرسيي، كم رقم كرسيك؟	اسمح لي، بس اظن انك قاعد في كرسيي، كم رقم كرسيك؟
4455	corpus-6-dev	DOH	افضل اوتوماتيك.	افضل اوتوماتيك.
4477	corpus-6-dev	DOH	ابغي اخذ الرحلة الجاية لبوسطن.	ابغي آخذ الرحلة الجاية لبوسطن.
4520	corpus-6-dev	DOH	بغيت اكلم مكالمة خارجية لليابان، لو سمحت.	بغيت اكلم مكالمة خارجية لليابان، لو سمحت.
4530	corpus-6-dev	DOH	مع كريمة وسكر، لو سمحت.	مع كريمة وسكر، لو سمحت.
4534	corpus-6-dev	DOH	في كازينو في هالمدينة.	فيه كازينو في هالمدينة.
4535	corpus-6-dev	DOH	انا يوعان.	انا جوعان.
4538	corpus-6-dev	DOH	ممكن اخذ ويسكي مع مشروب غازي وبراندي، لو سمحت؟	ممكن آخذ ويسكي مع مشروب غازي وبراندي، لو سمحت؟
4632	corpus-6-dev	DOH	باقوا من مخباي.	باقوا من مخباي.
4636	corpus-6-dev	DOH	لازم تكون قول وفعل.	لازم تكون قول وفعل.
4661	corpus-6-dev	DOH	عندك جرايد يابانية؟	عندك جرايد يابانية؟
4677	corpus-6-dev	DOH	ممكن ادخل؟	ممكن ادخل؟
4698	corpus-6-dev	DOH	اذا تبغي خدمة اليوم الواحد، رسوم زيادة بقيمة خمسين بالمية بتنضاف لفاتورتك. عادي؟	اذا تبغي خدمة اليوم الواحد، رسوم زيادة بقيمة خمسين بالمية بتنضاف لفاتورتك. عادي؟
4730	corpus-6-dev	DOH	عليه لزاق ميكي ماوس.	عليه لزاق ميكي ماوس.
